,tanggal,sentiment,topic,text
2774,9/12/2021,netral,syarat,mau tanya untuk kereta jarak jauh kalo saya sudah vaksin 2 apa saya masih harus rapid test di stasiun keberangkatan
2775,9/12/2021,netral,lain,min check dm ya terima kasih
2776,9/12/2021,netral,lain,cek dm min
2777,9/12/2021,netral,lain,tolong cek dm kakak
2778,9/12/2021,netral,syarat,stasiun kroya ada rapid antigen tidak beb
2779,9/12/2021,netral,syarat,siang admin mau tanya untuk syarat perjalanan kereta bisa dengan hasil antigen tes di bandara makasih
2780,9/12/2021,netral,syarat,kak kalo naik kereta crossing saja pakai rapid tidak saya dari kutoarjo ke yogyakarta tapi pakai kereta yang menuju jakarta gimana kak
2781,9/12/2021,netral,jadwalrute,hi min mau tanya ka lokal walahar sekarang beroperasi tidak ya
2782,9/12/2021,netral,syarat,layanan rapid test antigen di gambir jam berapa kak kalo sudah vaksin kedua tetap harus rapid ya
2783,9/12/2021,netral,jadwalrute,sediiih semoga setelah tanggal 30 september bisa diadakan kembali ya terima kasih banyak min
2784,9/12/2021,netral,jadwalrute,sabtu 18 september 2021 lokal jombang malang kota
2785,9/12/2021,netral,lain,terima kasih
2786,9/12/2021,netral,lain,min cek dm yah terima kasih
2787,9/12/2021,netral,lain,oke makasih infonya ya
2788,9/12/2021,netral,syarat,siang min kalau mau perjalanan kereta ke bandung bisa antigen di stasiun solo balapan tidak ya
2789,9/12/2021,netral,lain,noted kak terima kasih infonya
2790,9/12/2021,netral,syarat,min stasiun solo balapan tersedia antigen tidak ya jika ada apakah bisa antigen sebelum jam keberangkatan
2791,9/12/2021,netral,jadwalrute,siang min mau tanya kalau dari jakarta naik kereta turun lempuyangan terus nyambung lagi naik krl tanpa keluar peron apa bisa langsung naik ke krl tolong di balas min
2792,9/12/2021,netral,lain,oke terima kasih min
2793,9/12/2021,netral,syarat,halo min syarat naik kereta sekarang mesti gimana ya karna besok suamiku mau ke cirebon dari stasiun senin jam perjalanan 850 pagi tanggal 12 september
2794,9/12/2021,netral,syarat,rapid antigen di stasiun lempuyangan yogyakarta sampai jam berapa mbak
2795,9/12/2021,netral,syarat,min info jadwal antigen di semarang poncol dan tawang dong makasih
2796,9/12/2021,netral,ticketing,min kalau mau berangkat dari stasiun yogyakarta ke bandara yia pembelian tiket nya bisa online
2797,9/12/2021,netral,lain,sama nih saya juga frezee lama
2798,9/12/2021,netral,jadwalrute,min untuk kereta jayabaya tujuan akhir pasar senen apakah berhenti di stasiun bekasi
2799,9/12/2021,netral,lain,min tolong balas dm terima kasih
2800,9/12/2021,netral,lain,min link nya kok tidak bisa di akses
2801,9/12/2021,netral,jadwalrute,hari ini dari stasiun gubeng jam 1351 saya memilih pasar senen min apakah kereta singgah di stasiun bekasi
2802,9/12/2021,netral,syarat,min untuk syarat naik kereta jarak jauh meski dah ada sertifikat vaksin apakah harus melakukan tes antigen h berapa ya boleh genose juga atau tidak terima kasih min
2803,9/12/2021,netral,jadwalrute,untuk transit di bekasi kira kira jamber ya
2804,9/12/2021,netral,aturan,min regulasi untuk ibu hamil gimana
2805,9/12/2021,netral,jadwalrute,perkiraan perjalanan antara tanggal 6 8 oktober 2021 ya min
2806,9/12/2021,netral,aturan,kapan anak dibawah 12 tahun boleh naik ka lagi min
2807,9/12/2021,netral,jadwalrute,ka lokal lamongan surabaya pasar turi tanggal 13
2808,9/12/2021,netral,jadwalrute,min kalau kai dhoho penataran kapan beroperasi lagi min ya
2809,9/12/2021,netral,lain,terima kasih min udah bisa
2810,9/12/2021,netral,syarat,min mau tanya di stasiun ngawi ngw melayani rapid test antigen tidak
2811,9/12/2021,netral,lain,makasih min
2812,9/12/2021,netral,syarat,hasil rapid langsung dapat diambil min
2813,9/12/2021,netral,syarat,halo untuk solo ke bandung apa harus rapid juga ya minta info jam oprasional rapid di stasiun purwosari juga makasih
2814,9/12/2021,netral,syarat,halo admin untuk layanan antigen di stasiun brebes ada di sebelah mana ya pelayanannya jam berapa terima kasih
2815,9/12/2021,netral,syarat,halo min antigen di stasiun pasar turi buka sampai jam berapa ya
2816,9/12/2021,netral,ticketing,apakah yang berdampingan hanya yang dalam 1 kode booking saja min atau bisa dengan orang lain juga
2817,9/12/2021,netral,syarat,min mau nanya lagi hehe kalau di semarang tawang sama juga jadwalnya jam segitu bila ingin rapid itu walau weekend juga ada kan
2818,9/12/2021,netral,jadwalrute,min kereta dari bekasi tujuan semarang tawang untuk tanggal 18 september memang tidak ada atau jadwalnya belum keluar
2819,9/12/2021,netral,pelayanan,kalau di gubeng buka sampai jam 9 juga min
2820,9/12/2021,netral,syarat,halo kak rapid antigen di stasiun gambir buka dari jam berapa ya kalau keberangkatan kereta sore apa bisa rapid di hari yang sama pada pagi atau siang hari
2821,9/12/2021,netral,syarat,tes antigen di stasiun banjar sampai jam berapa
2822,9/12/2021,negatif,ticketing,ngeyel ini kai punya saya juga gitu padahal wifi 80mbps habis update aplikasi juga dari dulu tidak dibenerin aplikasinya
2823,9/12/2021,negatif,ticketing,ngeyel ini kai punya saya juga error pas pilih kursi coba liat pada komplain error pas pilih kursi ckckck coba perbaiki sistem di andarioid jangan malah nyalahin hp jaringan pengguna
2824,9/12/2021,netral,lain,okay thank you
2825,9/12/2021,netral,syarat,di stasiun senen adakah tempat buat rapid test
2826,9/12/2021,netral,syarat,kak gambir jam berapa ya jadwal swab nya
2827,9/12/2021,netral,lain,ok deh makasih min
2828,9/12/2021,netral,lain,oke min terima kasih juga
2829,9/12/2021,netral,syarat,stasiun sidoarjo swabnya harga berapa ya
2830,9/12/2021,netral,jadwalrute,ka lokal daop 8 kapan jalan lagi nih di tunggu
2831,9/12/2021,netral,jadwalrute,ka lokal penataran dan raphi dhoho min jalan lagi kapan
2832,9/12/2021,netral,lain,oke min terima kasih atas informasinya
2833,9/12/2021,netral,ticketing,min kalo tiket go show masih berlaku
2834,9/12/2021,netral,syarat,min syarat info naik kajj apa aja ya sekarang terima kasih
2835,9/12/2021,netral,aturan,halo min mau tanya apa boleh membawa tanaman ke dalam kereta
2836,9/12/2021,netral,syarat,kembalikan genose dong min
2837,9/12/2021,netral,syarat,min antigen di stasiun gambir buka mulai jam berapa ya
2838,9/12/2021,netral,lain,min cek dm penting
2839,9/12/2021,netral,jadwalrute,krd bojonegoro sidoarjo batal terus min
2840,9/12/2021,netral,syarat,min kalau kereta dari stasiun tawang ke randublatung harus pakek antigen udah vaksin dosis 2
2841,9/12/2021,netral,lain,min ini berlaku juga untuk kereta lokal bandung
2842,9/12/2021,netral,syarat,antigen jakarta gambir pasar senen dari jam berapa sampai berapa ya
2843,9/12/2021,netral,lain,oke makasih min
2844,9/12/2021,netral,jadwalrute,jadwal keretanya tidak skalian min
2845,9/12/2021,netral,experience,yes bisa merasakan commuter line lagi kalo mau kesekolah
2846,9/12/2021,netral,lain,kak minta tolong liat dm saya penting
2847,9/12/2021,netral,lain,cek dm ya min
2848,9/12/2021,netral,syarat,malam min mulai besok kereta jabodetabek apa sudah pakai sertifikat vaksin saja untuk masuknya
2849,9/12/2021,netral,jadwalrute,min info dong kapan kereta api lokal seperti dhoho penataran jalan lagi bus aja udah jalan
2850,9/12/2021,netral,syarat,fix gapake surat pcr atau antigen ya oke sudah
2851,9/12/2021,netral,jadwalrute,ka lokal dhoho penataran udah bisa operasi kah min kalo bisa mulai kapan ya ini
2852,9/12/2021,netral,aturan,berarti kalau untuk saya yang bukan pekerja bisa naik kereta api ya
2853,9/12/2021,netral,lain,hes terserah kamu
2854,9/12/2021,netral,jadwalrute,ka dhoho sudah bisa beroperasi kah railmin
2855,9/12/2021,netral,jadwalrute,ka lokal cibatuan ready blom min
2856,9/12/2021,netral,syarat,fix ya min sekarang hasil test pcr antigen tidak diwajibkan yang diwajibkan hanya pedulilindungi
2857,9/12/2021,netral,lain,min punten cek dm
2858,9/12/2021,netral,aturan,min anak saya masih umur 2 bulan berarti tidak boleh naik kereta ya walaupun lokal
2859,9/12/2021,netral,experience,oke akhirnya bisa ke surabaya dan ta naik panataran lagi
2860,9/12/2021,netral,syarat,kartu vaksin iya pedulilindungi juga
2861,9/12/2021,netral,jadwalrute,min kereta lokal jawa timur kapan beroperasi min
2862,9/12/2021,netral,jadwalrute,ka aglomerasi ayok jalanin min lagi rame ini lho
2863,9/12/2021,netral,jadwalrute,kereta lokal walahar kapan di buka min sampai ke priuk tolong update nya
2864,9/12/2021,netral,lain,alhamdulillah
2865,9/12/2021,netral,syarat,mau nanya lagi min punten kalo stasiun tugu yogyakarta melayani rapid dari jam berapa sampai jam berapa ya
2866,9/12/2021,netral,jadwalrute,kereta lokal jatim kek dhoho emang kalo lagi ppkm gini tidak beroperasi ya min terus kemungkinan bakal beroperasi kapan ya min masa habis ppkm selesai lama banget dong huehue
2867,9/12/2021,netral,jadwalrute,joglosemarkerto kapan jalan lagi min
2868,9/12/2021,netral,jadwalrute,halo min untuk kereta kamandaka atau kaligung sudah beroperasi belum ya
2869,9/12/2021,netral,jadwalrute,min segera operasikan ka walahar express lahh udah muncul proteksi nya masa masih ada ka yang belum beroperasi
2870,9/12/2021,netral,syarat,berarti kalau mau naik ka pandanwangi cukup menunjukkan kartu vaksin bermasker dan sedang dalam kondisi sehat ya min untuk surat tugassurat keterangan perjalanannya tidak wajib
2871,9/12/2021,netral,lain,good nuhun ya min
2872,9/12/2021,netral,jadwalrute,minn kereta dhoho penataran sudah operasi belum
2873,9/12/2021,netral,lain,alhamdulillah
2874,9/12/2021,netral,jadwalrute,min apa termasuk ka pandanwangi juga kah
2875,9/12/2021,netral,jadwalrute,jadi kapan kereta lokal cibatuan beroprasi lagi
2876,9/12/2021,netral,jadwalrute,apakah ini pertanda kaligung akan beroperasi juga min
2877,9/12/2021,netral,lain,min berlaku untuk ka dhoho penataran kah
2878,9/12/2021,netral,aturan,untuk semarang solo anak dibawah 12 tahun sudah boleh kah
2879,9/12/2021,netral,syarat,gasken min ini akan mendorong orang orang yang ogah vaksin tapi disisi lain butuh moda transportasi kereta api outo berubah pikiran deh
2880,9/12/2021,netral,lain,cek dm ya min makasih
2881,9/12/2021,netral,aturan,mau pulang tapi ada anak umur 20 bulan
2882,9/12/2021,netral,syarat,nomor 4 dan 5 itu satu masalah tidak belum bisa divaksin mengapa perlakuannya beda mohon ke bijakannya ketika seorang anak sangat perlu untuk melakukan perjalanan dengan ka anyway sukses terus untuk kai
2883,9/12/2021,netral,syarat,rilis juga persyaratan ka jarak jauh dong min
2884,9/12/2021,netral,syarat,kasian anak saya sedang mengidolakan naik kereta tapi terhalang persyaratan umur min
2885,9/12/2021,netral,jadwalrute,kereta rapih dhoho kapan beroperasi min
2886,9/12/2021,netral,jadwalrute,cek dm lagi min tidak menyelesaikan masalah nih
2887,9/12/2021,netral,lain,apakah ini termasuk juga untuk kereta api lokal dhoho penataran terima kasih
2888,9/12/2021,netral,aturan,masih menunggu agar anak dibawah 12 tahun bisa naik kereta terima kasih
2889,9/12/2021,netral,jadwalrute,operasikan lagi ka bandara lintas kebumen dong cc
2890,9/12/2021,netral,lain,ka pandanwangi juga kan min
2891,9/12/2021,netral,lain,noted min terima kasih
2892,9/12/2021,netral,syarat,min mau tanya dong om saya mau berpergian jauh tapi belum vaksin karna ada riwayat jantung dan lain lain apakah bisa menggunakan surat keterangan dari dokter untuk berpergian menggunakan kereta min
2893,9/12/2021,netral,jadwalrute,ka lokal walahar dan ka jatiluhur dong
2894,9/12/2021,netral,jadwalrute,min kereta bogor sukabumi kapan beroperasi ya
2895,9/12/2021,netral,lain,poin 1 buat jarak jauh juga dong min duit tes tesan nya nanti saya alihkan buat jajan di stasiun dan kereta
2896,9/12/2021,netral,jadwalrute,ayo dong cibatuan rancaekek purwakarta jalan lagi
2897,9/12/2021,netral,jadwalrute,mulai tanggal 14 tapi ka penataran belum bisa dipesen online
2898,9/12/2021,netral,jadwalrute,ka walahar express jalanin lagi min
2899,9/12/2021,netral,ticketing,iya tarif khusus yang min 3 jam sebelumnya gitu min yogyakarta lempuyangan nganjuk pp
2900,9/12/2021,netral,syarat,termasuk kereta bandara ya min tidak perlu pake srtp kan selain tentunya pedulilindungi
2901,9/12/2021,netral,jadwalrute,min untuk kereta sri tanjung apakah beroperasi
2902,9/12/2021,netral,syarat,apakah genose masih berlaku juga
2903,9/12/2021,netral,syarat,nah gini dong buang tuh pcr antigen yang nyusahin doang
2904,9/12/2021,netral,jadwalrute,selamat malam min mau tanya untuk kereta dharmawangsa dari arah tegal ke jakarta apakah berhenti di bekasi ya terima kasih
2905,9/12/2021,netral,aturan,pemerintah harus segera memberikan solusi untuk anak dibawah 12 tahun
2906,9/12/2021,netral,jadwalrute,jadwal keberangkarannya jam berpa aja ini min yia tugu dan sebaliknya
2907,9/12/2021,netral,ticketing,min probowangi masuk lokal atau jarak jauh perjalanan dari bangil ke tanggul jember
2908,9/12/2021,netral,jadwalrute,lokal walahar kapan mulai jalan lagi min
2909,9/12/2021,netral,jadwalrute,sama nih min saya antigen di stasiun malang dari pagi belum terupdate di aplikasi sampai malam
2910,9/12/2021,netral,syarat,kalau screenshotan sertif vaksin bisa tidak min
2911,9/12/2021,netral,syarat,berarti besok masih harus pake surat keterangan
2912,9/12/2021,netral,jadwalrute,min kereta penataran dhoho kapan mulai jalan lagi
2913,9/12/2021,netral,syarat,sudah uji coba pakai aplikasi pedulilindungi naik commuter dari tanggal 9 september kemarin
2914,9/12/2021,netral,jadwalrute,untuk kamandaka bagaimana min
2915,9/12/2021,netral,jadwalrute,penataran dhohotidak termasuk ya min
2916,9/12/2021,netral,jadwalrute,rapih dhoho kapan kak udah kangen nih
2917,9/12/2021,netral,ticketing,apakah kereta probowangi termasuk dalam kereta lokal
2918,9/12/2021,netral,jadwalrute,info untuk ka jarak jauh dong untuk keberangkatan setelah 14 september
2919,9/12/2021,netral,jadwalrute,kakak mimin ka penataran beroperasi ya
2920,9/12/2021,netral,jadwalrute,ka bandara nyia gimana min
2921,9/12/2021,netral,ticketing,ka probowangi termasuk aglomerasi min
2922,9/12/2021,netral,aturan,kapan nih aturan itu dipake buat kajj
2923,9/12/2021,netral,syarat,min hasil rapid antigen bisa berlaku untuk berapa lama ya
2924,9/12/2021,netral,aturan,kereta jarak jauh ada peraturan baru tidak min
2925,9/12/2021,netral,lain,terima kasih min infonya
2926,9/12/2021,netral,jadwalrute,apakah ka kaligung beroperasi juga mulai 14 september 2021
2927,9/12/2021,netral,jadwalrute,ka malioboro express kapan ada lagi min
2928,9/12/2021,netral,syarat,probowangi termasuk yang tidak perlu menunjukkan antigen juga min
2929,9/12/2021,netral,syarat,kalau ka jarak jauh bagaimana min apa tetap perlu test swab
2930,9/12/2021,netral,syarat,apakah stasiun masih bisa vaksinasi min
2931,9/12/2021,netral,jadwalrute,krd dhoho penataran bulan oktober beroperasi tidak min
2932,9/12/2021,netral,jadwalrute,ka jarak jauh kapan ada update terbarunya min
2933,9/12/2021,netral,jadwalrute,min untuk kereta lokal pandanwangi banyuwangi jember apa sudah mulai beroperasi pada tanggal 14 september tersebut
2934,9/12/2021,netral,ticketing,min untuk kereta probowangi surabaya jember apa termasuk kereta aglomerasi
2935,9/12/2021,netral,jadwalrute,ka lokal walahar belum beroperasi min
2936,9/12/2021,netral,syarat,persyaratan ka jarak jauh apa saja
2937,9/12/2021,netral,jadwalrute,min ka lokal krd bojonegoro surabaya sudah mulai beroperasi belum
2938,9/12/2021,netral,jadwalrute,yuk kamandaka joglosemarkerto yuk
2939,9/12/2021,netral,lain,terima kasih infonya min
2940,9/12/2021,netral,lain,terima kasih railmin masalah saya sudah teratasi terima kasih sudah dibantu
2941,9/12/2021,negatif,lain,ga ada yang mau naik ribet
2942,9/12/2021,netral,lain,oke thank you min buat bukti ini konfirmasi ini
2943,9/12/2021,netral,jadwalrute,batal terus ya allah jadi nangis terus pak
2944,9/12/2021,netral,jadwalrute,termasuk ka batara kresna kan
2945,9/12/2021,netral,lain,min cek dm
2946,9/12/2021,netral,jadwalrute,min untuk jadwal dari semarang ke bloracepu sudah ada
2947,9/12/2021,netral,jadwalrute,mau tanya dong min kereta dari rangkas ke merak apakah sudah aktif
2948,9/12/2021,netral,syarat,semoga keadaan lekas membaik dan naik ka jarak jauh tidak perlu lagi pcr antigen aamiin aamiin aamiin
2949,9/12/2021,netral,syarat,yang belum vaksin karenaabis covid gimana tuh min
2950,9/12/2021,positif,experience,wih mantap min otw liburan lagi
2951,9/12/2021,netral,lain,baru mau aku tanyain ke admin ternyata udah ada yang tanya terima kasih
2952,9/12/2021,netral,syarat,hai mau menyanyakan apabila pemberangkatan jakarta semarang dengan keterangan surat bebas covid dari rs tanpa pcr ataupun antigen apakah bisa terima kasih
2953,9/12/2021,netral,jadwalrute,halo min kereta joglosemarkerto beroperasi kapan ya
2954,9/12/2021,netral,syarat,min untuk kereta jarak jauh kapan ada genose lagi tidak nyaman banget tes antigen
2955,9/12/2021,netral,syarat,untuk probowangi apakah sudah tanpa test antigen
2956,9/12/2021,netral,syarat,min mau tanya adik saya kan sudah 19 tahun akan tetapi belum memiliki ktp jika ingin memesan tiket bisa menggunakan kartu pelajar atau kk tidak ya terima kasih min
2957,9/12/2021,netral,lain,oke mimin terima kasih ya
2958,9/12/2021,netral,jadwalrute,tapi kapan mulai dioperasikan lagi nih kaligung
2959,9/12/2021,netral,jadwalrute,kereta dhoho penataran blum beroprasi
2960,9/12/2021,netral,syarat,kereta jarak jauh masih harus nunjukin pcr antigen min
2961,9/12/2021,netral,jadwalrute,ka lokal walahar kapan beroperasi kembali
2962,9/12/2021,netral,experience,finally tapi juga mau kemana hehe
2963,9/12/2021,netral,jadwalrute,semoga tanggal 15 september sudah mulai beroperasi ka dhoho tujuan tulungagung sepanjang
2964,9/12/2021,netral,ticketing,aplikasi kai access timeout mulu kenapa ya
2965,9/12/2021,netral,syarat,stasiun solo balapan swab antigen buka dari jam berapa tutup jam berapa
2966,9/12/2021,netral,experience,akhirnya bisa naik kereta lagi
2967,9/12/2021,netral,experience,asik bisa naik kereta lagi
2968,9/12/2021,netral,syarat,min perjalanan tanggal 13 september berarti syaratnya apa aja ya
2969,9/12/2021,netral,jadwalrute,jadi joglo semarkerto kapan beroperasi lagi min
2970,9/12/2021,netral,syarat,kalau dari stasiung gubeng ke stasiun malang kota gimana min test pcr tidak
2971,9/12/2021,netral,jadwalrute,thank you min soalnya saya liat di aplikasi jadwalnya belum muncul
2972,9/12/2021,netral,jadwalrute,untuk kereta lokal cikarang purwakarta apakah surah tersedia
2973,9/12/2021,netral,ticketing,min ka putri deli masih termasuk ka wilayah aglomerasi atau tidak
2974,9/12/2021,netral,fasilitas,min bolehkah untuk lampu kereta diredupkan perjalan ke jakarta senja utama solo terima kasih
2975,9/12/2021,netral,jadwalrute,min kereta lokal cikampek cikarang sudah bisa beroperasi tanggal 14 september brati
2976,9/12/2021,netral,jadwalrute,tolong lah joglosemarkerto min susah bolak balik weleri solo
2977,9/12/2021,netral,jadwalrute,kapan ka dhoho penataran ada jadwal perjalanan lagi kak
2978,9/12/2021,netral,lain,alhamdulillah terima kasih
2979,9/12/2021,netral,ticketing,apakah termasuk ka lokal dhoho min
2980,9/12/2021,netral,ticketing,kalo untuk ka serayu dari ciamis ke purwokerto atau sebaliknya itu sama aja tidak min termasuk kereta lokal atau bukan ya
2981,9/12/2021,netral,jadwalrute,untuk kereta bandara adi soemarmo apakah sudah beroperasi dan apakah bisa diberikan jadwalnya
2982,9/12/2021,netral,jadwalrute,min joglosemakerto kapan ada
2983,9/12/2021,netral,syarat,surat tugas tidak wajib lagi ya oke noted
2984,9/12/2021,netral,jadwalrute,mohon maaf min info kereta sukabumi bogor kapan beroperasi lagi apa nunggu proyek double trek kelar thank you
2985,9/12/2021,netral,lain,cek dm min
2986,9/12/2021,netral,lain,iya min kan saya bilangnya tanggal 14 makasih ya min
2987,9/12/2021,netral,jadwalrute,kenapa update pembatalannya tiap hari terus terusan tidak dipastikan tanggal nya aja min berasa di php in
2988,9/12/2021,netral,fasilitas,min boleh tidak sih kalo kita minta lampu di dalam kereta agak diredupkan gitu terima kasih min
2989,9/12/2021,netral,syarat,ka lokal bandung raya syaratnya ini juga min
2990,9/12/2021,netral,jadwalrute,min ini termasuk kereta bandung jakarta kan
2991,9/12/2021,netral,lain,makasih banyak min
2992,9/12/2021,netral,syarat,halo min apakah ini sebaiknya ditinjau ulang saja karena banyak faktor seperti belum meratanya vaksinasi dan lain lain
2993,9/12/2021,netral,aturan,wah tidak boleh naik kereta ya min buat balita
2994,9/12/2021,netral,jadwalrute,kereta lokal malang surabaya dan sebaliknya sekiranya kapan ya min beroperasi kembali
2995,9/12/2021,netral,lain,baik terima kasih banyak min
2996,9/12/2021,netral,jadwalrute,min kalau kaligung kapan beroperasi
2997,9/12/2021,netral,lain,min tolong bales dm
2998,9/12/2021,netral,syarat,kak kalo aku mau naik kereta tawang alun dari jember ke malang perlu swab tidak ya atau apa aja syaratnya
2999,9/12/2021,netral,jadwalrute,ini lokal pandanwangi banyuwangi jember udah bisa jalan ya berarti
3000,9/12/2021,netral,lain,sudah bisa terima kasih
3001,9/12/2021,netral,jadwalrute,info ka penataran kapan beroperasi min
3002,9/12/2021,negatif,syarat,udah divaksin masih aja pake rapid rapidan percuma udah di vaksin juga
3003,9/12/2021,netral,jadwalrute,min joglo semarkerto kapan beroperasi
3004,9/12/2021,netral,lain,min tolong balas dm ya makasih
3005,9/12/2021,netral,lain,min cek dm ya
3006,9/12/2021,netral,syarat,genose udah tidak berlaku ya biasanya saya pakai genose
3007,9/12/2021,netral,jadwalrute,rencananya untuk berangkat di stasiun bekasi min dan nanti pulangnya di stasiun purwokerto min makasih
3008,9/12/2021,netral,jadwalrute,ka lokal cepu surabaya pasar turi kapan min jalan
3009,9/12/2021,netral,aturan,siapa sih min yang ngusulin anak dibawah 12 tahun tidak bisa naik kereta
3010,9/12/2021,netral,aturan,balita apakah masuk kategori anak anak mohon penjelasanya
3011,9/12/2021,netral,jadwalrute,untuk ka lokal surabaya malang penataran dhoho mulai beroperasi tanggal berapa ya min
3012,9/12/2021,netral,syarat,mohon info nya apakah wajib rapid antigen soalnya baru aja selesai di vaksin katanya habis divaksin malah sering positif bila di rapid antigen soalnya saya jadwal keberangkatan saya satu hari setelah saya vaksin yang kedua
3013,9/12/2021,netral,syarat,turunkan harga swab antigen di stasiun min
3014,9/12/2021,netral,lain,tolong cek dm ya terima kasih
3015,9/12/2021,netral,lain,oke min terima kasih
3016,9/12/2021,netral,fasilitas,emang sekarang kalo naik eksekutif udah gaada fasilitas selimut
3017,9/12/2021,netral,jadwalrute,mohon infonya pt kai untuk kereta joglosemarkerto mulai beroperasinya kapan
3018,9/12/2021,netral,ticketing,hai min mau tanya kalo kereta purwakarta cimekar sudah ada belum ya untuk beli tiketnya sendiri harus ots ya kak soalnya dicek di kai aksestidak ada
3019,9/12/2021,netral,syarat,min kalau yang penyitas sehingga belum vaksin gimana
3020,9/12/2021,netral,jadwalrute,terima kasih untuk info nya karena saya mau ke rogojampi tanggal 15 september 2021 hari rabu dari stasiun jember rencana mau naik ka lokal pandan wangi semoga ini benar jalan ya kereta nya aamiin
3021,9/12/2021,netral,syarat,kereta api penataran rapih doho anak kecil dibawah 10 tahun tidak boleh berarti min
3022,9/12/2021,netral,jadwalrute,plis stasiun lamongan ke yogyakarta dibuka min
3023,9/12/2021,netral,lain,min cek dm
3024,9/12/2021,netral,jadwalrute,ka walahar apakah sudah bisa beroperasi juga min minggu depan
3025,9/12/2021,netral,jadwalrute,halo min mau tanya untuk perjalanan ke stasiun kediri apakah dari stasiun senen sudah dibuka tanggal 23 september 2021 ini
3026,9/12/2021,netral,aturan,min apakah aturan ini berarti meniadakan aturan pemakaian masker ganda yang dikeluarkan commuter line
3027,9/12/2021,netral,syarat,biaya antigen di prujakan berapa kak
3028,9/12/2021,netral,jadwalrute,min mau tanya kereta jurusan tegal semarang sudah beroperasi belum ya
3029,9/12/2021,netral,syarat,kapan test genose diberlakukan lagi
3030,9/12/2021,netral,jadwalrute,ka walahar tanggal 19 beroperasi tidak ya
3031,9/12/2021,netral,syarat,kalo belum bisa vaksin karena kurang dari 3 bulan terpapar covid gimana ya min
3032,9/12/2021,netral,jadwalrute,untuk ka blora jaya kapan ya beroperasinya
3033,9/12/2021,netral,jadwalrute,min kereta lokal merak dan walahar kapan yah beroperasi
3034,9/12/2021,netral,fasilitas,listrik di kereta gajayana suka tiba tiba mati alhasil gelap banget di kereta kok serem sih min ini tidak kenapa kenapa kan ya keretanya
3035,9/12/2021,netral,jadwalrute,kaligung kamandaka belum beroperasi ya min
3036,9/12/2021,netral,syarat,selamat malam min apakah untuk perjalanan kereta api dari cepu ke semarang cukup menunjukkan kartu vaksin
3037,9/12/2021,netral,ticketing,min tapi waktu cek tiket di kai akses kok belum bisa ya
3038,9/12/2021,netral,syarat,ini udah berlaku di semua stasiun apa stasiun tertentu aja min
3039,9/12/2021,netral,syarat,ijin tanya min kalau ka pasar senen garut masih pakai syarat tes antigen
3040,9/12/2021,netral,syarat,hello admin saya ingin menanyakan tetkait ka lokal surabaya gubeng waru apakah persyaratan ya terima kasih
3041,9/12/2021,netral,ticketing,saya tidak punya uang buat beli hp baru min bahkan tidak bisa install
3042,9/13/2021,netral,jadwalrute,min kereta lokal dari kertosono ke blitar masih ada kah
3043,9/13/2021,netral,aturan,untuk anak usia 15 tahun bisa dan bolehkah untuk naik ka jarak jauh saat ini min terima kasih
3044,9/13/2021,netral,syarat,selamat malam min izin bertanya perjalanan kereta antar kota provinsi sekarang apakah masih harus rapid vaksin misal saya ada keberangkatan antar provinsi dari stasiun bekasi pukul 2 siang jam berapa saya harus tes antigen di stasiun apakah harus mendaftar dahulu sehari sebelumnya
3045,9/13/2021,positif,lain,the best
3046,9/13/2021,netral,syarat,min mau tanya karena ka lokal surabaya malang belum beroperasi apakah jika menggunakan ka antar kota jayabaya surabaya malang harus menggunakan bukti swab antigen mohon dijawab terima kasih
3047,9/13/2021,netral,jadwalrute,halo min ka lokal krd bojonegoro kirakira kapan ya bisa beroperasi
3048,9/13/2021,netral,jadwalrute,berarti kereta joglosemarkarto belum bisa yang 14 ya min
3049,9/13/2021,netral,syarat,min untuk genose apakah akan ada lagi kapan atau memang sudah tidak ada lagi kedepannya min kan lumayan low budget min terima kasih
3050,9/13/2021,netral,syarat,min dari jawa tengah ke jakarta pakai antigen atau hanya surat vaksin
3051,9/13/2021,netral,aturan,minggu depan ada rencana naik progo 294 ini ke kutoarjo dari pasar senen bisa liat interior keretanya seperti apa dari tempat duduk dan apakah dengan seat 2 akan ada social distancing atau di fullkan seatnya terima kasih
3052,9/13/2021,netral,jadwalrute,min kereta lokal dhoho kapan beroperasi lagi lama banget hiatusnya
3053,9/13/2021,netral,jadwalrute,min untuk kereta jakarta semarang yang berangkat pagi kapan mulai beroperasi lagi
3054,9/13/2021,netral,jadwalrute,ka lokal walahar kapan min
3055,9/13/2021,netral,syarat,maksut aglomerasi itu apa ya terus kalau melakukan perjalanan kereta dari pasar senen ke stasiun bojonegoro tidak diperlukan hasil test antigen pcr
3056,9/13/2021,netral,jadwalrute,ka lokal dhoho kapan beroperasi lagi min ditunggu secepatnya nihh
3057,9/13/2021,netral,ticketing,min saya bikin akun kai access gagal terus soalnya akun dulu lupa pasword nya padahal id dan ktp nya bener gimana min
3058,9/13/2021,netral,jadwalrute,untuk ka penataran dan dhoho beroperasi lagi kapan ya min
3059,9/13/2021,netral,syarat,halo min mau nanya kalo yang abis kena covid dan belum sempat vaksin apakah boleh naik ka jarak jauh dan jika iya syaratnya apa ya min karena harus menunggu 3 bulan dlu setelah kena covid baru bisa vaksin
3060,9/13/2021,netral,jadwalrute,min kereta lokal padalarang leles apa sudah beroperasi
